Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
2016 10 30 07 05 56.34,Valnerina,,42.796,13.16,,4.21
2016 10 30 07 06 45.20,Valnerina,,42.874,13.056,,4.21
2016 10 30 07 07 53.69,Monti della Laga,,42.715,13.188,,4.21
2016 10 30 07 08 35.45,Valnerina,,42.712,13.142,,4.31
2016 10 30 07 13 05.21,Monti della Laga,,42.693,13.225,,4.31
2016 10 30 07 34 47.90,Appennino Umbro-marchigiano,,42.927,13.132,,4.1
2016 10 30 07 38 59.03,Monti della Laga,,42.682,13.156,,4.1
2016 10 30 08 35 58.56,Valnerina,,42.836,13.078,,4.48
2016 10 30 11 21 08.66,Appennino Umbro-marchigiano,,43.062,13.066,,4.46
2016 10 30 11 58 17.46,Valnerina,,42.844,13.056,,4.22
2016 10 30 12 07 00.21,Valnerina,,42.841,13.075,,4.67
2016 10 30 13 34 54.40,Valnerina,,42.806,13.165,,4.33
2016 10 30 14 14 39.06,Valnerina,,42.781,13.078,,3.99
2016 10 30 18 21 09.00,Valnerina,,42.782,13.15,,4.3
2016 10 31 03 27 40.30,Valnerina,,42.761,13.085,,4.13
2016 10 31 06 17 19.89,Monti Sibillini,,42.765,13.209,,3.99
2016 10 31 07 05 44.89,Valnerina,,42.838,13.126,,4.15
2016 11 01 07 56 40.34,Appennino Umbro-marchigiano,,42.99,13.134,,4.96
2016 11 01 18 03 07.66,Valnerina,,42.8,13.156,,4.1
2016 11 02 19 37 49.65,Valnerina,,42.876,13.06,,4
2016 11 03 00 35 01.29,Appennino Umbro-marchigiano,,43.027,13.049,,4.86
2016 11 07 18 56 17.00,Valnerina,,42.888,13.147,,4.08
2016 11 12 12 34 11.62,Appennino Umbro-marchigiano,,42.996,13.14,,4.28
2016 11 12 14 43 33.86,Monti della Laga,,42.718,13.205,,4.25
2016 11 14 01 33 43.97,Valnerina,,42.858,13.156,,4.21
2016 11 14 19 49 52.12,Appennino Umbro-marchigiano,,42.945,13.152,,3.99
2016 11 16 11 52 22.93,Valnerina,,42.802,13.123,,3.98
2016 11 27 21 41 14.08,Appennino Umbro-marchigiano,,43.012,13.066,,4.19
2016 11 29 16 14 02.69,Aquilano,,42.529,13.28,,4.49
2016 12 01 11 30 53.31,Appennino Umbro-marchigiano,,43.001,13.077,,4.17
2016 12 09 07 21 50.20,Appennino reggiano,,44.332,10.481,,3.99
2016 12 11 12 54 52.97,Valnerina,,42.904,13.117,,4.21
2017 01 02 03 36 13.53,Valle Umbra,,42.803,12.752,,4.08
2017 01 18 09 25 40.39,Aquilano,,42.545,13.276,,5.33
2017 01 18 10 14 09.90,Aquilano,280,42.531,13.283,,5.7
2017 01 18 10 15 33.40,Aquilano,,42.527,13.285,,4.85
2017 01 18 10 16 39.60,Aquilano,,42.537,13.267,,4.74
2017 01 18 10 24 14.20,Monti della Laga,,42.58,13.311,,4.1
2017 01 18 10 25 23.73,Aquilano,,42.503,13.277,,5.63
2017 01 18 10 39 24.70,Aquilano,,42.533,13.271,,4.21
2017 01 18 11 07 37.17,Monti della Laga,,42.619,13.255,,4.37
2017 01 18 12 01 39.15,Aquilano,,42.543,13.291,,4.07
2017 01 18 13 33 36.74,Aquilano,,42.473,13.274,,5.2
2017 01 18 15 16 10.42,Monti della Laga,,42.599,13.287,,4.54
2017 01 18 19 32 31.89,Monti della Laga,,42.58,13.232,,4.41
2017 01 29 05 10 54.64,Monti della Laga,,42.616,13.299,,4.06
2017 02 03 03 47 55.87,Appennino Umbro-marchigiano,,42.993,13.02,,4.28
2017 02 03 04 10 05.32,Appennino Umbro-marchigiano,,42.992,13.017,,4.45
2017 02 03 05 40 34.19,Appennino Umbro-marchigiano,,42.999,13.024,,4.03
2017 02 09 09 58 27.01,Valle Umbra,,42.664,12.68,,4.07
2017 02 20 03 13 30.67,Aquilano,,42.501,13.257,,4.17
2017 04 27 21 16 58.78,Appennino Umbro-marchigiano,,42.957,13.045,,4.19
2017 04 27 21 19 42.65,Appennino Umbro-marchigiano,,42.952,13.046,,4.17
2017 06 09 12 15 44.05,Aquilano,,42.452,13.348,,4.02
2017 06 20 01 37 12.66,Appennino tosco-emiliano,,44.203,11.516,,4.14
2017 06 30 00 25 17.98,Alto Reatino,,42.631,13.214,,4.04
2017 07 22 02 13 08.05,Monti della Laga,,42.567,13.325,,4.31
2017 09 10 19 58 09.89,Marsica,,42.084,13.324,,4.03
2017 12 03 23 34 11.20,Monti della Laga,,42.624,13.325,,4.25
